foundation_id,ein,organization_name,tax_period_begin,tax_period_end,address_line1,address_line2,city,state,zip,phone,website,formation_year,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description,leader_ids,source_file
db68276b-fc71-4e9b-a7c3-bea2c08d2a8c,372103809,S&S FOUNDATION,2023-01-01,2023-12-31,47 VIEW ST,,LOS ALTOS,CA,94022,4088349995,,,,,0,0,,0,,,,,,,false,,,"[""cc70275e-9ac2-43ae-8a23-fcf2e15494c3"", ""6b1f1ebf-3f6c-4527-84b1-943bcbc41759""]",202403559349100425_public.xml
d7747993-6b17-4f78-9e69-af515fd32b86,137273247,JEFFREY AND JAMIE HARRIS FAMILY FOUNDATION TRUST,2023-12-01,2024-11-30,400 W 12TH ST APT 9C,,NEW YORK,NY,100141861,,,,,17522409,23087586,0,,92440855,,,,,5655783,,false,,,"[""debd67f3-9293-4e4e-87dd-987a6d7cd61a"", ""e9c15986-eadd-43a6-9e68-fec63f278882"", ""4cc9ffe5-b514-4b7a-aca2-f6270cda96fa"", ""e597433b-507b-464c-9378-f1d938b0fde0""]",202403559349100500_public.xml
1ba0733a-3096-4dcc-b386-025d83005bf7,431698299,RANDALL NOPER CHAR TR,2023-01-01,2023-12-31,C/O ARGENT INST TR 115 S 84 ST 325,,MILWAUKEE,WI,53214,3128792000,,,,770266,745953,0,,794243,,,,,41075,,false,,,"[""ea412600-08c8-4da0-96ff-27f10eb9f6b3""]",202403559349100505_public.xml
031d2c3d-b001-4d02-99e4-5aea8390b596,861191371,Charles and Cosette Andrews Foundation,2023-08-01,2024-07-31,3614 Matney Avenue,,Kansas City,KS,66106,,,,,347,363,0,,363,,,,,2106,,true,,,"[""fcf342e7-ffbf-4468-8608-9ebef8435f78"", ""bbf4e749-4057-4815-8f7f-6d93aaa45b65"", ""04d210b1-41ec-4c4d-be7b-a75b5cfb3cb0"", ""45c326c1-0902-458e-9cc8-1fa97dbc828e""]",202403559349100600_public.xml
5214c9d2-0621-4a4c-9383-8b912891d5a3,133617083,HOLTZ FAMILY FOUNDATION INC,2023-01-01,2023-12-31,15938 RAIN LILLY WAY,,CITY OF WESTLAKE,FL,33470,5162563500,,,,40516,25537,0,,25537,,,,,36263,,0,,,"[""0eb4a5cb-62fc-4f66-8f43-fda2364467f7""]",202403559349100605_public.xml
2ddd1914-60c9-4d6f-b2fa-e3e1d37acef7,841441054,THE LITTLESTAR FOUNDATION,2023-11-01,2024-10-31,4421 VAIL DIVIDE,,AUSTIN,TX,78738,7195310445,,,,950322,1189339,0,,1189339,,,,,88400,,0,,,"[""c0b3906a-414a-4201-a088-0316bd9adf4b"", ""a08c8ec1-2998-43c5-b5b9-8a38be806064"", ""da7d0eb8-8053-4402-b289-f66163dea089""]",202403559349100610_public.xml
aac09943-2c40-4314-a488-545b7634e13b,066246639,ARLINE J SMITH SCHOLARSHIP FUND XXXXX0000,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,433861,412656,0,,687828,,,,,31530,,false,,,"[""e8a84745-9c76-4e33-9f77-ba4d62ef6f05""]",202403559349100615_public.xml
0cb438a8-8f99-4bed-89f5-d71697486ebd,851800171,Mentoring America Corp,2023-08-01,2024-07-31,618 SE OCEAN BLVD STE 5,,Stuart,FL,34994,,,,,5320,19667,2068,,19667,,,,,0,,false,,,"[""9b1e9b2a-2f2d-40f0-b848-ce47e2c9ea72"", ""a2c2295a-fd2c-49df-817f-af2219a42201""]",202403559349100700_public.xml
a6e066ad-fd60-4248-bad8-0930611842d2,842381689,Ted Lucas Foundation Corporation,2023-01-01,2023-12-31,919 4th St,,Miami Beach,FL,33139,3524433532,,,,960,507,0,,507,,,,,0,,0,,,"[""67b9910d-c178-480a-a505-85c620c76af7"", ""e5db8d13-34e3-4d0d-a523-e2d954b2becb"", ""73213b84-50d7-412f-ade8-4f168f10d6b5"", ""e378a3dd-8daf-43e6-90cd-f84b62617cb0""]",202403559349100705_public.xml
88e937d6-3d5a-43c1-9702-b81f93d26699,472516811,Tandigm Scholars,2021-01-01,2021-12-31,300 Four Falls Corporate Center,,West Conshohocken,PA,19428,2024141000,,,,742709,802709,0,,802709,,,,,0,,false,,,"[""3c8399f4-9fb9-44aa-82f1-2e10ee87cc8f"", ""118b6c08-8c03-48d8-97b7-7362237bf301"", ""2c1523d4-f7b4-49ae-b3cc-146521613c91""]",202403559349100710_public.xml
61500f71-b51f-4cec-9dd1-55cfc71a24a2,166015621,CHARLES DOWD TRUST XXXXX0009,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,137041,135102,0,,219455,,,,,8380,,false,,,"[""269717b2-f250-4e23-8d16-b8ed2f1231b6""]",202403559349100715_public.xml
8ec1ef11-60a6-48c1-93ff-076e11ef92ad,026013012,PARKER NELSON FOUNDATION,2023-10-01,2024-09-30,ONE CITIZENS BANK WAY JCB115,,JOHNSTON,RI,02919,4012282600,,,,653884,635984,0,,742692,,,,,37607,,false,,,"[""1e674451-0a50-436d-b941-3389b5b5c6b2""]",202403559349100800_public.xml
600b4a9e-cb98-4bf3-b2fd-b1d1410f424b,810903434,Mike Giannini FFA Scholarship Fndn,2023-01-01,2023-12-31,POB 430,,Moss Beach,CA,94038,2082987271,,,,42338,38583,0,,38583,,,,,,,true,,,"[""80b2142b-0811-4aa8-903f-406ebc8d70e0"", ""01ed050d-909a-447a-8f7e-901d6e05c3a0"", ""e237151b-b6cc-4476-88cc-5a9dae760ece""]",202403559349100805_public.xml
38b09ef1-2514-4843-acb7-5ed295ddad4d,416524601,RELSTONE CHARITABLE TRUST,2023-01-01,2023-12-31,PO BOX 18971,,Fairfield,OH,45018,5139391666,,,,9380,6419,0,,6847,,,,,4992,,false,,,"[""1697b230-7659-4882-a951-256f25c42d2f"", ""f5b46411-09af-4df8-8b1a-a88182428c93""]",202403559349100810_public.xml
6a3daed9-f676-4fdb-bc6e-10837fd2a504,366872997,DR L G & WINIFRED T WISNER SCHOLARSHIP,2023-05-01,2024-04-30,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,,220662,215940,0,,233209,,,,,12754,,false,,,"[""7608d266-5bb9-41b3-ae8c-1beace329885""]",202403559349100900_public.xml
88c4c59c-6592-408f-a5a4-e9a076878242,166304252,JAMES P O'CONNOR CHARITABLE TRUST B XXXXX6003,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,608893,592942,0,,978771,,,,,39916,,false,,,"[""a015d1a3-2ed4-47f3-9dc2-a48f4d3422e9""]",202403559349100905_public.xml
63e5a419-6520-4b69-94aa-b0c2fcdbed34,756322850,THE DORA LEE LANGDON NTSU JAZZ SINGERS,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,185291,179576,0,,296634,,,,,13754,,false,,,"[""e11ef101-4ecd-4573-beef-1e2c73bfa546""]",202403559349101000_public.xml
dc99f25d-7f2f-4b17-b721-aa105c1f3860,136036787,JOHN ROACH TRUST FUND XXXXX4003,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,9041365,8486242,0,,11472792,,,,,476013,,false,,,"[""14a3549e-3e2d-40bc-bc15-c168a65d5341""]",202403559349101100_public.xml
b9256356-c899-4c39-bd0e-a0a869a23c47,866242447,GOLDBERG BEN MEM TRUST-CA,2023-09-01,2024-08-31,2751 CENTERVILLE RD STE 400,,WILMINGTON,DE,19808,6892065200,,,,2216498,2085296,0,,2526251,,,,,104826,,false,,,"[""79b63814-155f-4397-bcfc-293e00bfa62b"", ""8af1f9ec-e36e-4fe8-ac2b-b5506d76bc92""]",202403559349101105_public.xml
5bff4086-3e5f-437e-a3d6-a3f435ac8d66,166016246,MARCELLA MAY TRUST XXX-XX-XXXX FBO DIOCESE OF,2023-09-01,2024-08-31,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,,147880,146619,0,,202469,,,,,8151,,false,,,"[""2cd8fb59-8aa7-4a4c-b5a1-33fa521e1fff""]",202403559349101200_public.xml
2bddfcf2-18ee-4661-9135-a5dba90c7fe2,824387318,CREATIVE CENTER FOR TRANSITION AND INCLUSION SUPPOR INC,2022-01-01,2022-12-31,134 Evergreen Place Suite 600,,EAST ORANGE,NJ,07018,,,,,0,0,0,,0,,,,,0,,false,,,"[""841c5755-18a8-4289-bf41-43b3264aaeff""]",202403569349100000_public.xml
8e988be2-78c9-44e7-8a8b-b025ba7bcca1,872471924,Kingdom First Ministries Corp,2022-01-01,2022-12-31,3308 Coleman Place,,Orlando,FL,32805,4048626827,,,,0,0,0,,0,,,,,35967,,false,,,"[""1802c519-9d00-42d3-afc8-f50b4572ad7a"", ""eab63f73-cd4e-43b7-b259-5e020833b449"", ""64a7e182-2231-4330-939b-0cc01f868eee""]",202403569349100100_public.xml
7758a731-394b-4bd3-a3c8-11eae3bd17cd,872471924,Kingdom First Ministries Corp,2023-01-01,2023-12-31,3308 Coleman Place,,Orlando,FL,32805,4048626827,,,,0,0,0,,0,,,,,38466,,false,,,"[""1a5c7503-c0e7-4bb8-8094-86d80c7f7f6a"", ""b5937cd1-330b-4129-bf1d-4ce3667270f8"", ""a239d594-adaf-440f-b81e-c12e29d29466""]",202403569349100200_public.xml
17f20d92-6b97-46d8-b592-d7c94cc88dde,883206183,Aspo Inc,2023-01-01,2023-12-31,1657 THE FAIRWAY 1090,,Jenkintown,PA,19046,,,,,1117,2969,0,,0,,,,,0,,false,,,"[""bafa7fa5-92bb-4d00-9076-df32e1e4bc2f"", ""b9c6ab17-3dbd-4416-a703-8774f6e52681"", ""710b7bf6-9e6b-4b49-8966-17214342dd7e""]",202403569349100300_public.xml
fd404db4-8626-4e2a-afc2-24dc7584370f,651158071,EREM FOUNDATION INC,2022-12-01,2023-11-30,2480 NW 41st,,Boca Raton,FL,334318419,9542240167,,,,3817,0,0,,0,,,,,0,,false,,,"[""31a9287c-4ca9-4fac-b56c-a6d51b081b78"", ""005dd87d-262d-4c9f-953d-2261cf2a9749"", ""d841bf02-0d10-4eed-b2f9-4828429bb4c1"", ""cc092b4e-406f-4218-ba1c-b0493a0caafc""]",202403569349100400_public.xml
fc992ba4-0dd1-499e-a6fd-713a2b9f2433,311603833,THELMA GOLDING FOUNDATION,2023-11-01,2024-10-31,811 SW NAITO PARKWAY 200,,PORTLAND,OR,97204,5036397726,,,,121729,114965,0,,151215,,,,,9853,,false,,,"[""489e4d70-bead-419d-b984-d3a24fbb6d6c""]",202403569349100500_public.xml
3162c49f-877b-46fc-acf1-165ffd61c571,931575877,THE HENRY MAUNAKEA CENTER FOR DISCERNMENT AND CHURCH DEVELOPMENT,2023-04-05,2023-12-31,155 KAPALULU PL,,HONOLULU,HI,96819,8082949662,,,,0,5142,406,,5142,,,,,,,false,,,"[""4a5aa509-ec6e-42ff-8f98-5f9227059ba7"", ""277dfad0-e46e-4c91-a2c3-7001da90ae4a"", ""b3b35ea6-75ab-4b05-a1cb-ddde264178cd""]",202403569349100600_public.xml
af18e1c6-5496-4026-943e-60d80154961c,920975270,Little Pearl,2023-07-01,2024-06-30,401 Ryland St STE 200A,,Reno,NV,89502,,,,,656,1499,0,,1499,,,,,142,,false,,,"[""3404d40e-4d64-471c-a420-8284cfacb821"", ""00c0c04f-f0b9-4eae-87ef-92ec20769a62"", ""b3076fc5-1963-4816-8c6e-c3a908876767""]",202403579349100000_public.xml
762a175c-569f-4aaf-819f-84df5680aef6,311665414,CORNERSTONE FOUNDATION OF CLINTON,2023-09-01,2024-08-31,48 N SOUTH STREET,,WILMINGTON,OH,45177,9373825549,,,,461998,452869,0,,39025,,,,,40563,,false,,,"[""f2d461a9-5fe0-48b3-b64a-1325b38819d1""]",202403579349100050_public.xml
18fdda66-8cf4-45e6-a9ab-1c62c22c8554,844574226,Howard Firefighters Association,2023-01-01,2023-12-31,4052 CTH B,,Colfax,WI,54730,,,,,,0,0,,0,,,,,,,false,,,"[""510dfa83-1cc4-4243-b086-544970400ade""]",202403579349100100_public.xml
2517fb0a-d6ff-469c-a6d5-ff6e5ca2be21,113294488,THE CHARLES & ELLEN COGUT FAMILY FOUNDATION,2023-01-01,2023-12-31,PO BOX 157,,SOUTH KENT,CT,06785,2122719961,,,,1524252,1469792,0,,2112928,,,,,136718,,false,,,"[""68c6f645-d7fa-4a3e-ac4a-1f7a62ce9e1d"", ""69322b41-5c34-4f0d-88ed-4cfd3eca63b0"", ""0a08d87a-0b67-42ae-814b-5c8877127bc8""]",202403579349100150_public.xml
afedf22c-30a2-441a-a0ad-ab8ae0cf135a,272659553,ME8 FOUNDATION,2023-01-01,2023-12-31,9301 WILSHIRE BLVD SUITE 504,,BEVERLY HILLS,CA,90210,3102753644,,,,7983,0,0,,0,,,,,0,,false,,,"[""6680564d-7ab5-42a7-a840-ebd420e22c86"", ""0e626de9-7516-4a48-90e2-53528ad0bca6"", ""ddc14fa7-b887-4985-9a03-c0b6abe917a5"", ""a9f51146-2cad-4b1b-87f7-79a833a5577d""]",202403579349100200_public.xml
435c4110-e9c7-4f44-85f8-302c2f94886c,871969646,HEARTDWELLERS GHANA INC,2023-08-01,2024-07-31,PO Box 4050,,TRENTON,NJ,08610,,,,,1446,3208,0,,0,,,,,108893,,false,,,"[""98823619-1316-4ed8-b5f3-d4eb6df4632a"", ""c40599e6-e556-4c5d-91c0-8562571ab2eb"", ""15596ffb-712f-4bff-8cd5-57578b0061ad"", ""bb8f9c93-a002-45f5-8c1a-509d28292813"", ""bfe35ca2-f6c9-43e2-8673-c03df0805900""]",202403589349100000_public.xml
89c9332c-c3f5-4998-8ffb-87d63be0f85f,656418965,HAROLD & JOAN FEINBLOOM FAMILY,2023-10-01,2024-09-30,1150-A PITTSFORD-VICTOR ROAD,,PITTSFORD,NY,14534,5854544161,,,,3522344,3680906,0,,4451826,,,,,205805,,0,,,"[""634ca4c7-684d-4587-a9ee-44d1ba00f20d"", ""02f3ad63-085f-4536-b8ee-63ea979d7718"", ""8e6f8492-6072-4027-9476-aaa9e83c8ce3""]",202403589349100005_public.xml
0b1b0d19-a465-4ab9-9cb7-55fe6cbf19c0,046477185,MEYER HAROLD F TR UAGREE,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1633191,1661638,0,,1919194,,,,,106257,,false,,,"[""3b59df58-c1b1-43c6-965a-663a6aa77373""]",202403589349100010_public.xml
cb480e09-183e-48e1-afd7-f4b5fa044003,850605233,GOLDEN SERVICES FOUNDATION INC,2023-01-01,2023-12-31,PO BOX 212,,GROVELAND,FL,347360212,,,,,0,0,0,,0,,,,,0,,false,,,"[""e5b18cde-9559-4762-91a4-4a51bff7125e"", ""5213d17b-35e8-4bfb-bf8f-40edd3ed0e61"", ""0d4aa52c-e3e8-4506-aaca-f524131e3004""]",202403589349100100_public.xml
0cffd52c-1221-4546-a6a6-f7955625c3be,311113562,THE HARDING-BULLER FOUNDATION,2023-01-01,2023-12-31,430 E DUBLIN GRANVILLE RD,,WORTHINGTON,OH,43085,6144757560,,,,1689154,3005824,48843,,5369685,,,,,158305,,true,,,"[""ffec9cd3-453b-4efb-a5e4-4075e5e1cd98"", ""b50c15c1-bd78-47ff-ad9d-617cede577bb"", ""92259dd3-682f-4272-a5b9-7b6555e6259c"", ""df7d3d28-fd42-45c9-8ed5-cf5305eef8cb"", ""d63b4531-29c2-4f74-880f-33e3ef69e8fe""]",202403589349100105_public.xml
3aa1250d-98f3-4616-a662-380a63cb4da0,046092311,CASTOR THEODORE H TR UWILL,2023-09-01,2024-08-31,BNY MELLON NA - PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,872049,854256,0,,914262,,,,,52490,,false,,,"[""27add44a-1b95-4da7-894b-8417ccc7ca77""]",202403589349100110_public.xml
b0d5a1ad-c8b9-46ee-a1e2-051e553d9285,046093899,LOVELEY GEORGE J-TR,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,950214,982112,0,,1053683,,,,,7666,,false,,,"[""f83d6867-1589-4b0a-8941-a6c82074502a""]",202403589349100115_public.xml
7336835e-e01d-4c80-88bb-6c0aa017ec5e,046091626,ROBINSON JOHN C TR UIND,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,49795,50471,0,,56394,,,,,1389,,false,,,"[""28a7f179-fd1c-4545-a1f2-3ad0a890c771""]",202403589349100120_public.xml
371548a9-93b0-4029-9c77-afabb17fdb6a,452590105,Marriott Daughters Foundation,2023-09-01,2024-08-31,7700 Old Georgetown Road Suite 800,,BETHESDA,MD,20814,7038930600,,,,77322204,78041341,0,,117458599,,,,,5873257,,false,,,"[""1c7ef5cd-03d4-479d-b079-f37ea967a515"", ""a0cfcaab-7750-4792-86f1-a2f2629c0733"", ""1d2ea4cd-3a88-49ec-aa86-6afd86303f37"", ""129dbf5e-b110-4667-9877-b45ac712bffd"", ""18f9b231-9ffc-44e5-8a38-b96726c97ecc"", ""b114f0a5-be48-4e6a-8f52-bde2a62d0ab1"", ""3a99279b-495b-4c93-a33e-75610da7c7a7""]",202403589349100150_public.xml
24401cd3-189b-4af5-a993-b8fcfb0ac821,306282543,BERRY CHARITABLE FOUNDATION,2023-01-01,2023-12-31,1101 NORWALK STREET,,GREENSBORO,NC,27407,3364822444,,,,71829150,72207031,0,,90933824,,,,,5070679,,0,,,"[""61ff43a7-b3b1-4769-a966-1a3af25c0d09""]",202403589349100200_public.xml
f804e027-c95d-4038-8c7c-1a9764738aaa,136081724,THE LIGHTHOUSE,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,279241,269619,0,,299941,,,,,13663,,false,,,"[""72448bba-b587-4be7-8067-8993ef727a60""]",202403589349100205_public.xml
