source_file,foundation_ein,person_name,title,compensation,benefits,other_compensation,hours_per_week,is_officer,is_director,is_trustee,is_key_employee
202403559349100110_public.xml,650907241,CHRIS GRYSKIEWICZ,TREASURER,0,0,0,2.0,,,,
202403559349100110_public.xml,650907241,Trent Woerner,Vice President,0,0,0,2.0,,,,
202403559349100110_public.xml,650907241,CHRISTINA M WEIMER,DIRECTOR,0,0,0,2.0,,,,
202403559349100200_public.xml,851289496,Winston Anand Kumar,President,0,0,0,2.00,,,,
202403559349100205_public.xml,814816668,CRAIG BOGAN,PRESIDENT,0,0,0,1.00,,,,
202403559349100205_public.xml,814816668,AMY L BOGAN,VICE PRESIDE,0,0,0,1.00,,,,
202403559349100205_public.xml,814816668,JOANN QUICK,TREASURER,0,0,0,1.00,,,,
202403559349100205_public.xml,814816668,COURTNEY PHILLIPS,SECRETARY,0,0,0,1.00,,,,
202403559349100210_public.xml,852856219,PAMELA P KRAMLICH,PRESIDENT,0,0,0,3.00,,,,
202403559349100210_public.xml,852856219,EMILY HOVE,TREASURER,0,0,0,1.00,,,,
202403559349100210_public.xml,852856219,MEAGAN RYAN STASZ,SECRETARY,23719,0,4614,6.00,,,,
202403559349100210_public.xml,852856219,C RICHARD KRAMLICH,DIRECTOR,0,0,0,1.00,,,,
202403559349100210_public.xml,852856219,CHRISTINA KRAMLICH,DIRECTOR,0,0,0,1.00,,,,
202403559349100210_public.xml,852856219,DAPHNE PALMER,DIRECTOR,0,0,0,1.00,,,,
202403559349100210_public.xml,852856219,SHANNON JACKSON,DIRECTOR,71937,0,3896,40.00,,,,
202403559349100215_public.xml,846653939,GARY LEUCHTMAN,TRUSTEE,0,0,0,5.00,,,,
202403559349100300_public.xml,934102739,Cheryl Egan,CEO,0,0,0,10.00,,,,
202403559349100300_public.xml,934102739,Elaine Sullivan,CFO Treasurer,0,0,0,3.00,,,,
202403559349100300_public.xml,934102739,Nancy Kirkpatrick,Secretary,0,0,0,3.00,,,,
202403559349100300_public.xml,934102739,James Gloystein,director,0,0,0,3.00,,,,
202403559349100305_public.xml,263194208,MARIA HUMMER-TUTTLE,PRESIDENT,0,0,0,0.75,,,,
202403559349100305_public.xml,263194208,ROBERT H TUTTLE,SECRETARY,0,0,0,0.75,,,,
202403559349100310_public.xml,046038998,BANK OF AMERICA N A,CO-TRUSTEE,694,,,1,,,,
202403559349100310_public.xml,046038998,MS COURTNEY RICHARDSON,CO-TRUSTEE,0,,,1,,,,
202403559349100315_public.xml,396330717,JP MORGAN CHASE BANK NA,TRUSTEE,4563,,,2,,,,
202403559349100400_public.xml,203480919,BYRON H KNIGHT,TRUSTEE,0,0,0,10.00,,,,
202403559349100400_public.xml,203480919,LAKESHA M KNIGHT,TRUSTEE,0,0,0,10.00,,,,
202403559349100405_public.xml,232264151,KRYSTYNA SZYMANSKI,PRESIDENT/TREASURER,0,0,0,1.00,,,,
202403559349100405_public.xml,232264151,LUKASZ SZYMANSKI,EXECUTIVE DIRECTOR,0,0,0,2.00,,,,
202403559349100405_public.xml,232264151,MALGORZATA DICKERSON,BOARD MEMBER,0,0,0,1.00,,,,
202403559349100405_public.xml,232264151,STEFANIA FLISAK,BOARD MEMBER,0,0,0,1.00,,,,
202403559349100405_public.xml,232264151,FR ARTUR KRAWCZENKO,BOARD MEMBER,0,0,0,1.00,,,,
202403559349100405_public.xml,232264151,BRONISLAW FLISAK,BOARD MEMBER,0,0,0,1.00,,,,
202403559349100410_public.xml,876352962,JILL WADE,Trustee,0,,,25.00,,,,
202403559349100415_public.xml,371316048,PNC BANK NA,TRUSTEE,3944,,,1,,,,
202403559349100420_public.xml,866214733,JP MORGAN CHASE BANK NA,TRUSTEE,5597,,,2,,,,
202403559349100425_public.xml,372103809,YUAN WANG,CEO,0,,,0.00,,,,
202403559349100425_public.xml,372103809,YIXUAN QU,CFO,0,,,0.00,,,,
202403559349100500_public.xml,137273247,Jeffrey Harris,Trustee,0,0,0,2.00,,,,
202403559349100500_public.xml,137273247,Jamie Harris,Trustee,0,0,0,0.50,,,,
202403559349100500_public.xml,137273247,Rachel Berg,Trustee,0,0,0,0.10,,,,
202403559349100500_public.xml,137273247,Daniel Harris,Trustee,0,0,0,0.10,,,,
202403559349100505_public.xml,431698299,MIDWEST INSTITUTIONAL TRUST CO,TTEE,7798,,,1,,,,
202403559349100600_public.xml,861191371,Charles Perry AndrewsIII,President,0,0,0,0.25,,,,
202403559349100600_public.xml,861191371,Joseph Andrews,Vice President,0,0,0,0.25,,,,
202403559349100600_public.xml,861191371,Benjamin Andrews,Treasurer,0,0,0,0.25,,,,
202403559349100600_public.xml,861191371,Charles Perry Andrews,Executive Director,1272,0,0,2.00,,,,
202403559349100605_public.xml,133617083,JONATHAN HOLTZ,PRESIDENT,0,0,0,0.00,,,,
202403559349100610_public.xml,841441054,DEBORAH JACKSON LITTLESTAR,PRES/TREAS,0,0,0,1.00,,,,
202403559349100610_public.xml,841441054,MARK LYNN LITTLESTAR,V. PRES/SECR,0,0,0,0.00,,,,
202403559349100610_public.xml,841441054,SHARON K ROSHEK,V. PRESIDENT,0,0,0,0.00,,,,
202403559349100615_public.xml,066246639,JP MORGAN CHASE BANK NA,Trustee,12030,,,2,,,,
202403559349100700_public.xml,851800171,Nathalie Rodriguez,President,0,0,0,12.00,,,,
202403559349100700_public.xml,851800171,Samantha Rosenberg,Director of Outreach,0,0,0,10.00,,,,
202403559349100705_public.xml,842381689,Theodore Lucas,President,0,0,0,0.50,,,,
202403559349100705_public.xml,842381689,Gail Seay,Vice-President,0,0,0,0.25,,,,
202403559349100705_public.xml,842381689,Michelle Jones,Vice-President,0,0,0,0.25,,,,
202403559349100705_public.xml,842381689,Kotkenya Cullins,Vice-President,0,0,0,0.25,,,,
202403559349100710_public.xml,472516811,KEITH GARTHWAITE,VICE PRESIDENT & TREASURER,0,0,0,0.75,,,,
202403559349100710_public.xml,472516811,STANLEY J MILAVEC JR,VICE PRESIDENT & SECRETARY,0,0,0,1.25,,,,
202403559349100710_public.xml,472516811,FRANK INGARI,PRESIDENT,0,0,0,0.5,,,,
202403559349100715_public.xml,166015621,JP MORGAN CHASE BANK NA,TRUSTEE,2250,,,2,,,,
202403559349100800_public.xml,026013012,CITIZENS N A,TRUSTEE,9390,,,2,,,,
202403559349100805_public.xml,810903434,Jennifer Giannini,President,0,0,0,0.25,,,,
202403559349100805_public.xml,810903434,Chris Giannini,Vice President,0,0,0,0.25,,,,
202403559349100805_public.xml,810903434,Sheila Brogna,SecyTreasurer,0,0,0,0.25,,,,
202403559349100810_public.xml,416524601,GUY STONE TRUSTEE,TRUSTEE,0,0,0,2.00,,,,
202403559349100810_public.xml,416524601,DALZIEL REDIFORD STONE TRUSTEE,TRUSTEE,0,0,0,0.00,,,,
202403559349100900_public.xml,366872997,PNC BANK N A,TRUSTEE,3248,,,1,,,,
202403559349100905_public.xml,166304252,JP MORGAN CHASE BANK NA,TRUSTEE,14561,,,2,,,,
202403559349101000_public.xml,756322850,JP MORGAN CHASE BANK NA,TRUSTEE,4993,,,2,,,,
202403559349101100_public.xml,136036787,JP MORGAN CHASE BANK NA,TRUSTEE,91627,,,2,,,,
202403559349101105_public.xml,866242447,ARDEN TRUST COMPANY,TRUSTEE,6081,,,1,,,,
202403559349101105_public.xml,866242447,COMERICA BANK TRUST NA,PRIOR TRUSTEE,8024,,,10,,,,
202403559349101200_public.xml,166016246,JP MORGAN CHASE BANK NA,TRUSTEE,2151,,,2,,,,
202403569349100000_public.xml,824387318,Royleta Foster,President,0,0,0,20.00,,,,
202403569349100100_public.xml,872471924,VANESSEE J BURNS,PRESIDENT,0,0,0,25.00,,,,
202403569349100100_public.xml,872471924,SHAZETTA THOMPSON HILL,SECRETARY,0,0,0,25.00,,,,
202403569349100100_public.xml,872471924,JEREMIAH HILL,VICE PRESIDENT,0,0,0,25.00,,,,
202403569349100200_public.xml,872471924,VANESSEE J BURNS,PRESIDENT,0,0,0,25.00,,,,
202403569349100200_public.xml,872471924,Shazetta Thompson Hill,SECRETARY,0,0,0,25.00,,,,
202403569349100200_public.xml,872471924,Jeremiah Hill,VICE PRESIDENT,0,0,0,25.00,,,,
202403569349100300_public.xml,883206183,Thalia Poulos,President,0,0,0,3.00,,,,
202403569349100300_public.xml,883206183,Michelle Nehlen,Treasurer,0,0,0,1.00,,,,
202403569349100300_public.xml,883206183,Amanda Liford,Secretary,0,0,0,2.00,,,,
202403569349100400_public.xml,651158071,MICHAEL GREENBERG,PRESIDENT SECRETARY TREASURER DIRECTOR,0,0,0,5.00,,,,
202403569349100400_public.xml,651158071,ELISSA H GREENBERG,VICE PRES DIRECTOR,0,0,0,5.00,,,,
202403569349100400_public.xml,651158071,RACHEL GREENBERG,DIRECTOR,0,0,0,5.00,,,,
202403569349100400_public.xml,651158071,ELANA GREENBERG,DIRECTOR,0,0,0,5.00,,,,
202403569349100500_public.xml,311603833,ROSCOE C NELSON,Trustee,1902,,,3.00,,,,
202403569349100600_public.xml,931575877,TREVOR MAUNAKEA,PRESIDENT,0,0,0,3.00,,,,
202403569349100600_public.xml,931575877,JAN MAUNAKEA,VP / TREASURER,0,0,0,1.00,,,,
202403569349100600_public.xml,931575877,MARCUS MAUNAKEA,SECRETARY,0,0,0,0.50,,,,
202403579349100000_public.xml,920975270,Kimberly Tran,"President, Treasurer, Secretary",0,,,010.00,,,,
202403579349100000_public.xml,920975270,Gloria Chavez,Director,0,,,005.00,,,,
202403579349100000_public.xml,920975270,Mevini Aponsu,Director,0,,,005.00,,,,
202403579349100050_public.xml,311665414,PEOPLES BANK,TRUSTEE,9228,0,0,000.00,,,,
202403579349100100_public.xml,844574226,KRIS KRALL,President,0,,,0.000,,,,
202403579349100150_public.xml,113294488,CHARLES I COGUT,PRESIDENT/TREASURER,0,0,0,0,,,,
202403579349100150_public.xml,113294488,ELLEN F COGUT,SNR EXEC VICE PRES/SECRETARY,0,0,0,0,,,,
202403579349100150_public.xml,113294488,PAMELA COGUT,VICE PRESIDENT,0,0,0,0,,,,
202403579349100200_public.xml,272659553,MONTA ELLIS,FOUNDER,0,0,0,000.00,,,,
202403579349100200_public.xml,272659553,JUANIKA AMOS ELLIS,V/P OPERATIO,0,0,0,000.00,,,,
202403579349100200_public.xml,272659553,JARENTA ELLIS,OPERATIONS D,0,0,0,000.00,,,,
202403579349100200_public.xml,272659553,GWEN HARMON,COMMUNICTN D,0,0,0,000.00,,,,
202403589349100000_public.xml,871969646,Nana Osei,President,12250,0,0,40.00,,,,
202403589349100000_public.xml,871969646,Derrick Asante Kumi,Vice President,12250,0,0,40.00,,,,
202403589349100000_public.xml,871969646,Irina Borozan,Director,2400,0,0,20.00,,,,
202403589349100000_public.xml,871969646,Geryl Taylor,Secretary,0,0,0,20.00,,,,
202403589349100000_public.xml,871969646,Rams Cethoute,Treasurer,0,0,0,20.00,,,,
202403589349100005_public.xml,656418965,CANANDAIGUA NATIONAL BANK,TRUSTEE,41085,0,0,40.00,,,,
202403589349100005_public.xml,656418965,JOAN L FEINBLOOM,"TRUSTEE, CHAIRPERSON",0,0,0,0.00,,,,
202403589349100005_public.xml,656418965,JOY RYEN PLOTNIK,SECRETARY,0,0,0,0.00,,,,
202403589349100010_public.xml,046477185,BNY MELLON N A,TRUSTEE,32356,,,1,,,,
202403589349100100_public.xml,850605233,Ronald Smith,President,0,0,0,60.00,,,,
202403589349100100_public.xml,850605233,Calandria Smith,VP Exec Director,0,0,0,50.00,,,,
202403589349100100_public.xml,850605233,Willie Jones,Treasurer,0,0,0,30.00,,,,
202403589349100105_public.xml,311113562,RICHARD SCHUEN,VICE PRESIDE,0,0,0,10.00,,,,
202403589349100105_public.xml,311113562,DONNA RUDDEROW,TREASURER,0,0,0,10.00,,,,
202403589349100105_public.xml,311113562,GREG CINI,PRESIDENT,0,0,0,10.00,,,,
202403589349100105_public.xml,311113562,DAVID POLAKOWSKI,EXECUTIVE DI,85000,0,0,40.00,,,,
202403589349100105_public.xml,311113562,SIERRA JUARROS,SECRETARY,0,0,0,10.00,,,,
202403589349100110_public.xml,046092311,BNY MELLON N A,TRUSTEE,14531,,,1,,,,
202403589349100115_public.xml,046093899,BNY MELLON N A,TRUSTEE,18077,,,1,,,,
202403589349100120_public.xml,046091626,BNY MELLON N A,TRUSTEE,884,,,1,,,,
202403589349100150_public.xml,452590105,JULIE ANN MARRIOTT,DIRECTOR & VICE PRESIDENT,0,0,0,0.1,,,,
202403589349100150_public.xml,452590105,SANDRA MARRIOTT BERTHA,PRESIDENT & DIRECTOR,0,0,0,0.1,,,,
202403589349100150_public.xml,452590105,KAREN CHRISTINE MARRIOTT,DIRECTOR,0,0,0,0.1,,,,
202403589349100150_public.xml,452590105,MARY ALICE MARRIOTT HATCH,DIRECTOR & VICE PRESIDENT,0,0,0,0.1,,,,
202403589349100150_public.xml,452590105,JAMES A POULOS,TREASURER,0,0,0,0.1,,,,
202403589349100150_public.xml,452590105,NANCIE LYNCH,CEO & SECRETARY,152173,38962,0,14.0,,,,
202403589349100150_public.xml,452590105,CHRISTINA BIRGIN,ASSISTANT TREASURER,25432,6802,0,0.1,,,,
202403589349100200_public.xml,306282543,RAY D BERRY,TRUSTEE,0,0,0,5.00,,,,
202403589349100205_public.xml,136081724,BNY MELLON N A,TRUSTEE,214,,,1,,,,
202403589349100210_public.xml,872636326,JOEL TANGUY,PRESIDENT &,0,0,0,5.00,,,,
202403589349100210_public.xml,872636326,LAURA SCARBOROUGH,TREASURER &,0,0,0,5.00,,,,
202403589349100300_public.xml,356066023,SUSAN LUSE,SECRETARY,50984,26534,0,20.000,,,,
202403589349100300_public.xml,356066023,D CRAIG BRATER,PRESIDENT & DIRECTOR,200000,0,0,20.000,,,,
202403589349100300_public.xml,356066023,BOB WINGERTER,VICE PRESIDENT & TREASURER,200000,0,0,20.000,,,,
202403589349100300_public.xml,356066023,LESLEY B OLSWANG PHD,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,RONALD W DOLLENS (THRU 123123),VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,DANIEL APPEL,CHAIRMAN,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,ANDIE FRIEDMAN,INVESTMENT COMMITTEE CHAIR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,Latoya Botteron,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,JAMES TCHENG,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,ENOLA PROCTOR,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,Allison Barrett,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,CHRISTIA HICKS,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100300_public.xml,356066023,JAMIE RICH,VOLUNTEER DIRECTOR,0,0,0,1.000,,,,
202403589349100305_public.xml,134055747,DANIEL H LEEDS,TRUSTEE,0,0,0,1.00,,,,
202403589349100305_public.xml,134055747,SUNITA LEEDS,TRUSTEE,0,0,0,1.00,,,,
202403589349100310_public.xml,042648729,BNY MELLON N A,TRUSTEE,24629,,,1,,,,
202403589349100350_public.xml,934174535,Mervin Yoder,Vice President,0,0,0,3.00,,,,
202403589349100350_public.xml,934174535,Dennis Plank,President,0,0,0,3.00,,,,
202403589349100350_public.xml,934174535,Jason Beachy,Secretary,4469,0,0,10.00,,,,
202403589349100350_public.xml,934174535,Greg Helmuth,Board Member,0,0,0,2.00,,,,
202403589349100350_public.xml,934174535,Jason Helmuth,Secretary,0,0,0,0.00,,,,
202403589349100355_public.xml,426297940,U S BANK NA,TRUSTEE,84770,,,1,,,,
202403589349100360_public.xml,932879505,ELIZABETH WARD,PRESIDENT,0,0,0,15.00,,,,
202403589349100360_public.xml,932879505,CHRISTOPHER LAMY,VICE-PRESIDENT,0,0,0,15.00,,,,
202403589349100360_public.xml,932879505,SHANA LAMY,TREASURER,0,0,0,15.00,,,,
202403589349100360_public.xml,932879505,TIFFANY WILLIAMS,SECRETARY,0,0,0,3.00,,,,
202403589349100360_public.xml,932879505,RON JONES,MEMBER,0,0,0,3.00,,,,
202403589349100365_public.xml,046091865,BNY MELLON N A,TRUSTEE,39165,,,1,,,,
202403589349100370_public.xml,586131618,WELLS FARGO BANK N A,TRUSTEE,41535,,,1,,,,
202403589349100400_public.xml,133639555,ARYEH RUBIN,PRESIDENT/ TREASURER,0,0,0,1.00,,,,
202403589349100400_public.xml,133639555,RAQUEL RUBIN,VICE PRESIDENT/ SECRETARY,0,0,0,1.00,,,,
202403589349100400_public.xml,133639555,IVAN BERKOWITZ,DIRECTOR,0,0,0,1.00,,,,
202403589349100405_public.xml,932336603,RACHEL BATES,TREASURER,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,BRETT MARRS,PRESIDENT,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,BRAD PLUNKETT,VICE PRESIDENT,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,BRITTANY PALMER,SECRETARY,0,0,0,3.00,,,,
202403589349100405_public.xml,932336603,ALICE MARRS,TRUSTEE,0,0,0,3.00,,,,
202403589349100405_public.xml,932336603,CARA KOON,TRUSTEE,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,JON ALLEN,TRUSTEE,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,HOLLI ALLEN,TRUSTEE,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,KIM FISHER,TRUSTEE,0,0,0,0.50,,,,
202403589349100405_public.xml,932336603,CHANCE KLOECKER,TRUSTEE,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,BETSEY JOHNS,TRUSTEE,0,0,0,4.00,,,,
202403589349100405_public.xml,932336603,SAMANTHA SLUSHER,TRUSTEE,0,0,0,4.00,,,,
202403589349100410_public.xml,046093086,BNY MELLON N A,TRUSTEE,3693,,,1,,,,
202403589349100500_public.xml,911236204,US BANK,TRUSTEE,26670,,,1,,,,
202403589349100505_public.xml,486106874,JOHN G HARRIS,BOARD CHAIR/,0,0,0,000.00,,,,
202403589349100505_public.xml,486106874,CHRIS HARRIS,VICE-PRESIDE,0,0,0,000.00,,,,
202403589349100505_public.xml,486106874,KATHY REFFNER,TREASURER,0,0,0,000.00,,,,
202403589349100505_public.xml,486106874,SHERRY BARNETT,DIRECTOR,0,0,0,000.00,,,,
202403589349100550_public.xml,416479193,US BANK NA,CORP TRUSTEE,9448,,,1,,,,
202403589349100555_public.xml,462136523,THOMAS MULVEY,TRUSTEE (THRU 4/2023),0,0,0,1.00,,,,
202403589349100555_public.xml,462136523,LEEANNE BARBOSA-NICHOLAS,TRUSTEE,0,0,0,1.00,,,,
202403589349100555_public.xml,462136523,HENRY WALLER,TRUSTEE (THRU 2/2024),0,0,0,1.00,,,,
202403589349100555_public.xml,462136523,DAVID VON SPRECKLESEN,TRUSTEE,0,0,0,1.00,,,,
202403589349100555_public.xml,462136523,GEOFF BAILY,TRUSTEE,0,0,0,1.00,,,,
202403589349100560_public.xml,386794787,HUNTINGTON NATIONAL BANK,TRUSTEE,30806,,,1,,,,
202403589349100565_public.xml,016007198,KEYBANK N A,TRUSTEE,12114,,,1,,,,
202403589349100600_public.xml,046092861,BNY MELLON N A,TRUSTEE,4641,,,1,,,,
202403589349100605_public.xml,026006309,BNY MELLON N A,TRUSTEE,454,,,1,,,,
202403589349100610_public.xml,386571896,HUNTINGTON NATIONAL BANK,TRUSTEE,66595,,,1,,,,
202403589349100615_public.xml,046091454,BNY MELLON N A,TRUSTEE,2120,,,1,,,,
202403589349100620_public.xml,046091829,BNY MELLON N A,TRUSTEE,8698,,,1,,,,
202403589349100650_public.xml,136081600,BNY MELLON N A,TRUSTEE,3477,,,1,,,,
202403589349100655_public.xml,046479449,BNY MELLON N A,TRUSTEE,9671,,,1,,,,
202403589349100700_public.xml,042790229,DR PHILLIP CLAY,CO-TRUSTEE,1518,,,1,,,,
202403589349100700_public.xml,042790229,E MACEY RUSSELL,CO-TRUSTEE,1518,,,1,,,,
202403589349100700_public.xml,042790229,BNY MELLON N A,TRUSTEE,13881,,,1,,,,
202403589349100705_public.xml,046093555,BNY MELLON N A,TRUSTEE,45523,,,1,,,,
202403589349100750_public.xml,136332693,BNY MELLON N A,TRUSTEE,7233,,,1,,,,
202403589349100755_public.xml,046092271,BNY MELLON N A,TRUSTEE,7211,,,1,,,,
202403589349100760_public.xml,046093514,BNY MELLON N A,TRUSTEE,6610,,,1,,,,
202403589349100800_public.xml,136370889,BNY MELLON N A,TRUSTEE,26572,,,1,,,,
202403589349100805_public.xml,136080631,BNY MELLON N A,TRUSTEE,18732,,,1,,,,
202403589349100810_public.xml,274075523,Jonathan Weiss,Trustee,0,0,0,0.00,,,,
202403589349100850_public.xml,136136805,BNY MELLON N A,TRUSTEE,3273,,,1,,,,
202403589349100900_public.xml,136081601,BNY MELLON N A,TRUSTEE,46210,,,1,,,,
202403589349100905_public.xml,832596644,Susanne Puckett,President,0,0,0,1.00,,,,
202403589349100905_public.xml,832596644,Chuck Puckett,Vice President,0,0,0,1.00,,,,
202403589349100950_public.xml,046237788,BNY MELLON N A,TRUSTEE,34688,,,1,,,,
202403589349100955_public.xml,016061508,KEYBANK N A,TRUSTEE,8532,,,1,,,,
202403589349101000_public.xml,046423442,BNY MELLON N A,TRUSTEE,23845,,,1,,,,
202403589349101005_public.xml,237152377,KEYBANK NATL ASSOC,TRUSTEE,0,,,1,,,,
202403589349101010_public.xml,237848281,WELLS FARGO BANK N A,TRUSTEE,62256,,,1,,,,
202403589349101050_public.xml,386040385,HUNTINGTON NATIONAL BANK,TRUSTEE,4130,,,1,,,,
202403589349101055_public.xml,346542089,KEYBANK N A TRUSTEE,TRUSTEE,6868,,,1,,,,
202403589349101100_public.xml,046200325,BNY MELLON N A,TRUSTEE,1336,,,1,,,,
202403589349101150_public.xml,133653176,BNY MELLON N A,TRUSTEE,3930,,,1,,,,
202403589349101155_public.xml,016056431,KEYBANK N A,TRUSTEE,15457,,,1,,,,
202403589349101200_public.xml,256372657,BNY MELLON N A,TRUSTEE,33633,,,1,,,,
202403589349101205_public.xml,016079292,KEYBANK N A,TRUSTEE,1575,,,1,,,,
202403599349100000_public.xml,270807992,CAHN HONG CHRN,CEO,0,0,0,5.00,,,,
202403599349100000_public.xml,270807992,YI YANG,CFO SECRETARY,0,0,0,5.00,,,,
202403599349100005_public.xml,922192291,JAMES CHUN,PRESIDENT,0,,,40.00,,,,
202403599349100005_public.xml,922192291,BONA CHHOUN,VICE PRINCIPLE,0,,,16.00,,,,
202403599349100005_public.xml,922192291,MARIA CHRISTINA L SAGUIBO,SECRETARY,0,,,16.00,,,,
202403599349100005_public.xml,922192291,LEE SAGUIBO,TREASURER,0,,,20.00,,,,
202403599349100005_public.xml,922192291,JOHN CHUN,HOCKEY DIRECTOR,0,,,20.00,,,,
202403599349100005_public.xml,922192291,KIYOMI CHUN,CODE OF CONDUCTETHICS,0,,,16.00,,,,
202403599349100005_public.xml,922192291,TRAVIS CABRAL,BOARD MEMBER,0,,,16.00,,,,
202403599349100100_public.xml,863853631,Keri Clark,President,0,0,0,20.00,,,,
202403599349100100_public.xml,863853631,Shawn Kelly,Treasurer,0,0,0,10.00,,,,
202403599349100100_public.xml,863853631,Jessica Allain,Director,0,0,0,10.00,,,,
202403599349100100_public.xml,863853631,Michael Allain,Vice President,0,0,0,10.00,,,,
202403599349100100_public.xml,863853631,Caroline Egnaczyk,Director,0,0,0,10.00,,,,
202403599349100105_public.xml,466634504,HUNTINGTON NATIONAL BANK,TRUSTEE,25924,,,1,,,,
202403599349100110_public.xml,475420884,RICHARD A HALBROOKS,TRUSTEE,0,0,0,0.00,,,,
202403599349100110_public.xml,475420884,DEBORAH M HALBROOKS,TRUSTEE,0,0,0,0.00,,,,
202403599349100200_public.xml,934957951,Bryant Haskins,President,0,0,0,2.00,,,,
202403599349100200_public.xml,934957951,Matt Tweedy,Vice President,0,0,0,2.00,,,,
202403599349100200_public.xml,934957951,Robert Finch,Treasurer,0,0,0,2.00,,,,
202403599349100200_public.xml,934957951,Mark Brumfield,Director,0,0,0,2.00,,,,
202403599349100200_public.xml,934957951,Keith Pieper,Director,0,0,0,2.00,,,,
202403599349100300_public.xml,320748048,CARL KUEBLER,PRESIDENT,0,0,0,2.00,,,,
202403599349100300_public.xml,320748048,DERYK RIEVES,EXECUTIVE DIRECTOR,0,0,0,4.00,,,,
202403599349100300_public.xml,320748048,BRIAN ROY,MARKETING DIRECTOR,0,0,0,2.00,,,,
202403599349100300_public.xml,320748048,BRIAN CORRIGAN,TREASURER,0,0,0,2.00,,,,
202403599349100300_public.xml,320748048,JOE GRECO,PARENT DIRECTOR,0,0,0,2.00,,,,
202403599349100305_public.xml,134161117,LIVIA WAN LUI,DIRECTOR,0,0,0,000.00,,,,
202403599349100305_public.xml,134161117,LAWRENCE LUI,PRESIDENT,0,0,0,000.00,,,,
202403599349100305_public.xml,134161117,YVONNE LUI,SECRETARY,0,0,0,000.00,,,,
202403599349100305_public.xml,134161117,DEBORAH CHAN,DIRECTOR,0,0,0,000.00,,,,
202403599349100305_public.xml,134161117,FLORA R SI,DIRECTOR,0,0,0,000.00,,,,
