recipient_id,recipient_name,recipient_ein,address_line1,address_line2,city,state,zip,country,grant_ids
57b0d5b9-9446-4f81-8997-50da1b0b376f,MANNA THE DURANGO SOUP KITCHEN,,PO BOX 1196,,DURANGO,CO,81302,US,"[""f5c7e198-8803-4340-8d05-cc3d19127bad""]"
a22b8c8c-7682-4cf9-8bb9-8ae225fe68be,MARILLAC HEALTH,,2333 NORTH 6TH STREET,,GRAND JUNCTION,CO,81501,US,"[""d9b38936-7f34-4760-8c21-c05d64028dc5"", ""d9c241be-c6b8-4dc1-ba8f-b62d238b2901""]"
d824f0cd-612c-422f-b00e-5c00b8279991,MESA COUNTY LIBRARIES FOUNDATION,,443 N 6TH STREET,,GRAND JUNCTION,CO,81501,US,"[""f6950c69-9f8b-4f96-8819-2b16b397d0ea""]"
337577b7-af26-4f4a-9ace-bbf65b3e005e,MINDSPRINGS FOUNDATION,,PO BOX 4554,,GRAND JUNCTION,CO,81502,US,"[""fc9749dd-d8ae-4f1f-8812-ed983588c84a""]"
88ccabc4-0c13-4304-9d22-dad657bf3f0b,OUTDOOR BUDDIES,,4927 E COUNTRY RD 36 SUITE A,,FORT COLLINS,CO,80528,US,"[""9707269e-0ac9-457b-b52b-1248ab30a048""]"
e42301e0-f99a-40c4-8a25-6579d0ba91ea,RIVERSIDE EDUCATION CENTER,,PO BOX 4367,,GRAND JUNCTION,CO,81502,US,"[""aca957cf-3edd-4ee2-9993-1b0c95fb6ba3""]"
cff94a2c-ce7a-4898-9359-cfc8f9d87a3d,ROCKY MOUNTAIN PBS WESTERN CO,,158 S PARK SQUARE,,FRUITA,CO,81521,US,"[""722c0504-626a-45bf-a239-fa1a23f4e417""]"
fc844664-70ef-4a19-a8e2-6b9ac0499bfd,SALVATION ARMY,,PO BOX 578,,GRAND JUNCTION,CO,815020578,US,"[""0603093e-322a-48e1-846d-f91774aed968""]"
da76f271-6ea6-4353-aeea-55baac2402ae,ST MARY'S HOSPITAL FOUNDATION,,PO BOX 1628,,GRAND JUNCTION,CO,815021628,US,"[""162abf88-d312-474a-b3da-b782b6a7cfd2""]"
816a6479-aa89-4f56-bf9f-613b0bfc31a5,STRIVE,,790 WELLINGTON AVENUE,,GRAND JUNCTION,CO,81501,US,"[""7f5b6cd1-7387-44a5-9cb2-9aaa0adbbc38""]"
d53a6aad-7051-4355-9694-3166bd602a92,UNITED WAY OF MESA COUNTY,,PO BOX 153,,GRAND JUNCTION,CO,81506,US,"[""85e85232-b3d2-4837-9250-67b5e83f1fec"", ""8ee51459-7ebf-4ed0-8338-53e18b8971fa""]"
b70d7740-662c-4f9e-bb9c-dd8a403a6d7c,WEST SPRINGS HOSPITAL,,515 28 3/4 RD BLDG A,,GRAND JUNCTION,CO,81501,US,"[""f28d25fe-dce4-4593-af9d-c5f0ac84f937""]"
3ffc30f7-2602-4542-af51-5c32a0d0957f,THE EATON GIFT INC,,1736 TEHAMA ST,,REDDING,CA,96001,US,"[""3ed70d38-77a8-443b-9d4b-30537e090ee0""]"
7c5db800-8544-414c-bb90-26ad51344abd,ALFRED E SMITH MEMORIAL FOUNDATION,,1011 FIRST AVENUE STE 1400,,NEW YORK,NY,10022,US,"[""b55cb093-1f90-4a31-a191-561f6ba6661c""]"
9e047a02-58b6-41f0-89e1-849275404081,AMERICAN HEART ASSOCIATION,,2300 CENTREPARK WEST DRIVE,,WEST PALM BEACH,FL,33409,US,"[""3e6c139d-6984-4f73-a7bd-6a2b34bcf587""]"
c2263560-dfb5-421f-8e5b-ffbe663aff5a,CENTER FOR FAMILY SERVICES,,4101 PARKER AVENUE,,WEST PALM BEACH,FL,33405,US,"[""d4618e54-a5cd-412d-9dd6-cd207de6d4eb""]"
c95ab3e4-8f42-4a58-b419-b788ddc44cc0,COLUMBIA UNIVERSITY - THE CROWN AWARDS,,516 WEST 168TH STREET 3RD FLOOR,,NEW YORK,NY,10032,US,"[""cafcfa19-8ab6-4e9c-9502-ed772b9dd533""]"
267b7906-484d-4775-9295-912ceb9805a6,POINTS OF LIGHT FOUNDATION,,101 MARIETTA STREET NW SUITE 3100,,ATLANTA,GA,30303,US,"[""4cd9335b-bd82-4e8d-b109-9fea53086cdf""]"
2879107f-7984-4588-8cbb-d1d559d8ddbc,SAINT ANN SCHOOL FOUNDATION,,475 NINTH AVENUE SOUTH,,NAPLES,FL,34102,US,"[""c9334909-e570-4b5e-a4d8-bfa0088cf156""]"
dbf64638-a106-4938-af21-1f49ac1a9873,THE EVERGLADES FOUNDATION,,18001 OLD CUTLER ROAD SUITE 625,,PALMETTO BAY,FL,33157,US,"[""c625a9ab-1884-4ab1-93ba-e4f78835c560"", ""895edfd1-27f6-4099-a5b8-232c03cedf0f""]"
4cbd59a0-0c1a-42b6-8c1e-56c958d3590d,UNIVERSITY OF MIAMI,,PO BOX 025388,,MIAMI,FL,33102,US,"[""b06e41e2-5337-4a1e-9c11-3d487570b33b""]"
601f65fa-28e0-420b-9f99-841161fd247c,CHRIST FELLOWSHIP CHURCH,,5343 NORTHLAKE BOULEVARD,,PALM BEACH GARDENS,FL,33418,US,"[""0b8f3ab2-6c4e-4392-a3ec-713ba61654ba""]"
ee42a6da-0325-4b15-9122-fc5781c60064,FIRST THINGS FIRST,,1 N 1ST STREET SUITE 735,,PHOENIX,AZ,85004,US,"[""8241a21e-38b0-4556-b132-274eb8be110d""]"
6eb76786-d277-4e89-8782-682be3aa2c35,HEALED FOR LIFE,,1918 BELLEVILLE DR NW,,LEESBURG,VA,20176,US,"[""cbd43393-504b-4ed5-82d5-8ae240180831""]"
f88b999a-173c-4d56-83cd-b32f381bc091,NARROW DOOR PENTECOSTAL,,953 W SUGARLAND HIGHWAY,,CLEWISTON,FL,33440,US,"[""55c8f35c-79db-4df2-b324-5252d4fc735e""]"
f377cf4e-b01e-4ed4-a6bf-bf2f663f6289,SAMARITAN CHURCH,,1300 N THOMPSON STREET,,SPRINGDALE,AR,72764,US,"[""60bdf68c-b744-44ae-ae91-b77984608ece""]"
0b09cfee-29e8-4dbc-abb4-37ff92fc4a57,KINGDOM BUILDERS INTERNATIONAL MINISTRIES,,116 AGNES RD SUITE 200,,KNOXVILLE,TN,37919,US,"[""3dee58fb-6d65-46ee-88c4-1686ac22bc19""]"
c03fd115-a87a-48a7-8878-90c6fd6b80e3,GLOBAL OUTREACH INTERNATIONAL,,PO BOX 1,,TUPELO,MS,38802,US,"[""1cb424e2-52df-4693-9a7d-abd46a9b5e72"", ""1ec78090-317b-4b80-8d59-22e9a05d2124"", ""fe1111b5-1ce8-47a1-9a04-318f4e21392c"", ""20b6c3ef-37e1-4e46-b586-7e06ad5aec5c""]"
03fb4e40-3474-4695-9301-4914c2cea14a,MERCY HOUSE,,32722 TAMINA ROAD,,MAGNOLIA,TX,77354,US,"[""8028b5a6-fdea-4bd5-bf07-0ea46e25f874""]"
7bfe07bb-c0ae-4d06-8aab-fceecde45906,UC BERKELEY FOUNDATION,,1995 UNIVERSITY AVE STE 401,,BERKELEY,CA,94707,US,"[""344f18f9-7e13-4015-8f33-4bbcabad0248"", ""46922dc8-261a-467f-9f0e-797ba0db7c0b"", ""ac290f85-db9e-4601-8553-f56e64b55982""]"
d242d849-ef98-4793-bc8e-a80e97cbbc26,DIA CENTER FOR THE ARTS,,537 WEST 22ND STREET,,NEW YORK,NY,10011,US,"[""b52a75b5-2f8e-45dc-a154-9472a7223b16""]"
1a9d2ade-1d80-410d-a3d1-9325eaf8dc13,INDEPENDENT CURATORS INTERNATIONAL,,401 BROADWAY 1620,,NEW YORK,NY,10013,US,"[""9d1c81ea-fb57-482d-b59a-944f5da56a49"", ""4aaf2e59-295d-40fb-96a6-9a6759b82242""]"
a6757cc0-610d-4aec-92dd-779c7f86df73,UWF FOUNDATION INC,,11000 UNIVERSITY PARKWAY BUILDING,12,PENSACOLA,FL,32514,US,"[""ae804ee4-108c-441d-bb9b-24fe1f076e83""]"
69abda7e-f5ce-4513-b319-249750594541,EVERYBODY DANCE LA,,2955 WILSHIRE BOULEVARD,,LOS ANGELES,CA,90010,US,"[""7d4989db-8125-46b5-889f-c7e8df47566f""]"
c9e28d6f-0c1e-4091-b30b-dd27e89801ea,FORDHAM UNIVERSITY,,441 EAST FORDHAM ROAD,,BRONX,NY,10458,US,"[""c36f5fc6-b32c-4cbf-bbca-e93f7e2eac6b"", ""f29096bc-e180-4860-87da-a6bc102ad9d1""]"
4ce70f05-0721-47d5-8dd6-bfdf28d2874b,UNIVERSITY OF NEW HAMPSHIRE,,105 MAIN ST,,DUNHAM,NH,03824,US,"[""9b6535ba-4ce2-4c34-90d9-a801f4720d89"", ""fb862dad-ebb1-4018-9f7c-bb9864104813""]"
ea3484d7-5969-405a-80cb-428afb2bc4f3,UNIVERSITY OF VERMONT,,97 SPEAR STREET,,BURLINGTON,VT,05405,US,"[""11b2b43a-2779-421f-bb3f-5439ccfaa89e"", ""4d5a3b2c-5f00-4d25-9d30-845e51d6de0e"", ""73d2f752-03f1-455e-8a4f-70b10355bec2"", ""9d3cffad-3b9d-4db0-9b4b-ce5f4b6f3954"", ""db61e307-776e-40fb-a05e-fdcecb42de7f"", ""a9bf8e98-4f5b-44a4-a5a9-846a463b179b"", ""67c7b954-e865-454f-8985-35071b9618cf""]"
df1178bb-4836-4083-a36b-921addf5c4a0,GEORGE WASHINGTON UNIVERSITY,,2121 I ST NW,,WASHINGTON,DC,20052,US,"[""54733076-b7d4-49cd-9652-e7368f0c58c8"", ""64cce825-ae43-4d74-b41c-a21a416ffa86"", ""1d85200e-506a-4c18-8ade-19b986505f73""]"
9b17b67b-e000-4e0c-87b8-337e2af6dadb,SAN DIEGO STATE UNIVERSITY,,5500 CAMPANILE DR,,San Diego,CA,92182,US,"[""c4b03222-b53f-4313-87c1-8f0ef9feaf7c""]"
9255ad29-ccde-44ab-97fa-33b23d6ce033,ST JOHNS UNIVERSITY,,101 ASTOR PLACE,,NEW YORK,NY,10003,US,"[""cd937fc0-0551-4139-813a-e33fdfd331d1""]"
195ddf98-1a45-4498-89d5-c330b0841262,COLLEGE OF CHARLESTON,,66 GEORGE ST,,Charleston,SC,29424,US,"[""eb25e269-61c9-4f7c-92bf-53565793a790"", ""b10ee089-81a7-4cc5-aa0d-a4eb01792368""]"
84d16af9-03c3-4f09-acbc-4194d6607a22,BOSTON UNIVERSITY,,COMMONWEALTH AVE,,BOSTON,MA,02215,US,"[""e05035d8-c649-42e0-b981-c19728537454"", ""13c5f261-622f-493f-93f9-8c81ea19b67e"", ""0997675d-eca4-4501-97a4-0eb75757cc93"", ""a0c8367a-d886-4d3c-a248-665f43aac244"", ""2a9506ed-f257-4943-8c78-97402d4b009a"", ""da59fb73-19ad-4a07-ac15-d508ac0cd30d"", ""20516eb6-54a9-458e-a751-3254076a7ad9"", ""cfdd6b22-845e-40be-8653-f606405ffef2""]"
a063841c-a783-48a9-8bb3-9e5fb59b91e8,GETTYSBURG COLLEGE,,300 N WASHINGTON ST,,Gettysburg,PA,17325,US,"[""ae7bb6cb-a837-4f81-bf5d-b7e443cbf7f8"", ""bc41afc3-fd7e-4088-b1b9-44b0b08ffc66""]"
a7bda1fe-399e-4f68-872e-1de6099990ab,SCHOLARSHIPS INC ATTN JENNY TICE,,2050 RIVERSIDE DRIVE,,GREEN BAY,WI,543117595,US,"[""f83a35a7-138d-4b18-a998-0fa2a508cb8a""]"
522d53ef-f03b-4931-81d8-668cc1b95bd3,DREW MIRABILE C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""41430fa3-2f11-4b4e-bd32-0819d8d97f28"", ""2778a51c-8837-43bf-8b28-7bde5f741cbc""]"
5a7ebda1-8833-4bb8-8fb5-c8d6ad113e52,NOAH SANDERS C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""c2331c6a-0d4c-42e7-a700-e936b33a9033"", ""251000e8-d804-4910-831d-a9b8753f72c2"", ""fcc5c326-68de-4031-b383-1de0c61baa09""]"
9373c7a4-86fb-40bf-908b-9a94a483a1d1,NICHOLAS ARNBERGER C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""19605038-f7b5-4afd-b9cd-a4fc5bbbea9d"", ""98827006-53e5-45d8-8750-7b0049ce967f"", ""e13e7c58-3540-4fa1-800c-dfb58fb74fc4""]"
513188f7-20ce-4e16-8efa-42b0b529fae5,LOREN HAHN C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""10aaccef-1a3e-47ec-9d92-9089f6002e82""]"
7a8969bf-ec3c-4587-93f4-272df4ec5181,REGAN MILLER C/O PNC BANKNA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""aa9fc026-c8ac-47b3-bd47-d7a771f3fb04""]"
0c079600-ae60-4a10-a36f-da44c567aa88,KATRINA JOHNSON C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""72a0508b-098d-4bd0-a51c-a8b91b13c334""]"
2fd41b9a-159b-4d14-8c36-2098665eaaa1,GEORGE SPANIOL C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""a741700b-56f6-403c-b9c5-14fee1182c81""]"
98af5b63-9568-42a0-ada4-690f10ff4068,GRANT ALLEN C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""720bb46a-f816-4236-bde3-296363a5fe57""]"
6877d297-1bd1-47da-b8d8-845ba7c4233e,DELANEY LINES C/O PNC BANK NA,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,US,"[""da95c79d-6ab4-4f45-9cc8-91a1ecdf3398""]"
af7e2e73-9144-4888-844f-43b97947bab3,MASSACHUSETTS GENERAL HOSPITAL DEVELOPMENT OFFICE,,125 NASHUA ST STE 540,,BOSTON,MA,021141101,US,"[""704eac9a-1cd9-48a6-bbec-875072b4b701""]"
42c87c80-c99b-4fee-a54b-5b21af2f9cf2,Bhutan Foundation,,1050 Connecticut Street,,Washington,DC,20036,US,"[""20218a1e-2ebb-4dbc-94d2-890b51beeae2""]"
2a2cdb62-9455-42d2-8ff2-10deccefc68c,Harlem Children's Zone,,35 East 125th Street,,New York,NY,10035,US,"[""4c51e10a-e72d-4d7f-a836-48ddb323386e""]"
be69ee1f-80ca-4880-b940-675eb2f5113a,Korean American Community Foundatio,,135 E 64th Street,,New York,NY,10022,US,"[""f8fae7d6-e02e-4728-9085-1bc3f4f4307a""]"
6b88760f-ec53-46e1-bc6b-b82d35321236,Lawyers Association For Women,,P O Box 150532,,Nashville,TN,37215,US,"[""fb412a7b-203a-4550-adde-d797760f8756""]"
99ff3c65-0fb2-48af-9cf6-5485b3ab391a,Henry Street Settlement,,265 Henry Street,,New York,NY,10002,US,"[""bf70c184-b4c0-4671-bb50-a8f296803697"", ""d3a8a8f1-1b72-407e-9f6b-52d4137a6a81""]"
1064c524-98ff-4777-9bf5-9107af28ea9f,Village Preservation,,232 East 11th Street,,New York,NY,10003,US,"[""da1521bd-f217-4363-9d75-9f0fc6016586""]"
f9c658ac-7f60-47a8-970f-922277e3571d,Women In Need,,One State Street Plaza,,New York,NY,10014,US,"[""cc3704c3-0fb2-4717-9682-bf867fefae84"", ""0fa5db55-dff0-4442-874c-4c6480d6be3a""]"
c3d1b86f-9acc-4f53-a507-dc0774c33075,Cranbrook Educational Community,,P O Box 801,,Bloomfield Hills,MI,48303,US,"[""04eeb02d-5839-4958-b0b3-36e28f3f9ce2""]"
d3300e4d-bce1-402f-b248-ae9c5c562fe9,Doctors Without Borders,,40 Rector St,,New York,NY,10006,US,"[""7699cb93-3b47-4fde-9c86-4237a85cb2db"", ""34841600-3c82-4a82-bfc1-4c2d58e1122b"", ""c01cfbc1-d2e2-4228-bd14-8444045f8823"", ""d9f7e081-4057-45bc-a80e-efc151e8afa0"", ""8123bf97-6138-438c-898a-d6d6fdb7b082"", ""c6e9ad90-1c76-4e87-88d0-c98d2acb7ba8"", ""c0ac8fff-02e6-4725-8c6f-ab00b0043f65"", ""18c73ce3-b723-4783-bd99-d2076d5d1ba6"", ""51f0a8df-d503-455d-aab7-aea482f02725"", ""78b9d4d9-6e6a-4985-97c9-2b783c6f557e"", ""d7bf667d-a454-4e50-9157-851d3d06ff18"", ""5c22b14f-7fa0-48cd-85f6-c754d65a5476"", ""8083d6ea-b8e8-4805-894a-352425d2af4b"", ""092176d4-5145-460b-8982-84b11467ac5f"", ""3a7b4fb0-f470-42d9-95d6-4820ffa59c08"", ""9eabcff2-71a8-4be7-9a69-8187b4f85307"", ""73e24820-fbaa-4159-95df-99ce8040cd8b"", ""a184e261-0bf8-4347-97bb-45cc7489bb95"", ""cd7e8107-d9e4-427f-a59c-aa8d9e6c2c07"", ""b46c6410-8544-4cdf-8de0-a85cf433399e"", ""4e06db0f-aa55-4fef-bc70-7f659c846aa7"", ""be5bc34d-d14c-4661-96ef-7841bb671379""]"
59387c25-1a6d-446f-8423-30378fcb6440,Everytown For Gun Safety Foundation,,P O Box 3886,,New York,NY,10163,US,"[""fda0f4d4-1a6a-4b6b-8083-5a81e10fe204""]"
72d5ed37-e9af-4dfa-ab36-1135adf33c49,Food Bank For NYC,,39 Broadway,,New York,NY,10006,US,"[""9c43fa91-2817-4a72-9612-decc292f13c5"", ""5ed90de1-530a-4ff2-8266-5085ccb141e9""]"
d1828f9a-643b-4766-b66e-501b6116e87a,Friends of the High Line,,820 Washington St,,New York,NY,10014,US,"[""649f7ddc-f31c-467f-9b6c-f66d8e03f6ee""]"
b55dc8f0-9367-4994-bd93-602a9bf46dfc,Hebrew Free Loan NY,,675 Third Avnue,,New York,NY,10017,US,"[""2dc18a0c-1e29-420e-bf92-5143f65f04a2""]"
